[27, 27,  to_date('9:03', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[519, 505,  to_date('9:01', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[520, 506,  to_date('9:08', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[521, 507,  to_date('9:10', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[522, 508,  to_date('9:07', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[523, 509,  to_date('10:56', 'hh24:mi'),  to_date('14:55', 'hh24:mi')]
[524, 509,  to_date('15:54', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[525, 510,  to_date('9:00', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[526, 511,  to_date('9:01', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[527, 512,  to_date('9:05', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[528, 513,  to_date('9:09', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[529, 514,  to_date('9:08', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[530, 515,  to_date('9:02', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[531, 516,  to_date('9:04', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[532, 517,  to_date('9:09', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[533, 518,  to_date('9:09', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[534, 519,  to_date('9:05', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[535, 520,  to_date('9:00', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[588, 573,  to_date('9:01', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[589, 574,  to_date('9:10', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[590, 575,  to_date('9:10', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[591, 576,  to_date('9:08', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[592, 577,  to_date('9:01', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[593, 578,  to_date('9:03', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[594, 579,  to_date('9:05', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[595, 580,  to_date('9:03', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[596, 581,  to_date('9:03', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[597, 582,  to_date('9:01', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[598, 583,  to_date('9:04', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[599, 584,  to_date('9:01', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[600, 585,  to_date('9:00', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[601, 586,  to_date('9:01', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[602, 587,  to_date('9:10', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[603, 588,  to_date('9:28', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[604, 589,  to_date('9:09', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[605, 590,  to_date('9:04', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[606, 591,  to_date('9:01', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[607, 592,  to_date('10:33', 'hh24:mi'),  to_date('10:26', 'hh24:mi')]
[608, 592,  to_date('11:58', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[609, 593,  to_date('9:01', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[610, 594,  to_date('9:00', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[611, 595,  to_date('9:06', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[612, 596,  to_date('9:04', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[613, 597,  to_date('9:06', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[614, 598,  to_date('9:03', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[615, 599,  to_date('9:01', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[616, 600,  to_date('9:17', 'hh24:mi'),  to_date('10:48', 'hh24:mi')]
[617, 600,  to_date('11:52', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[618, 601,  to_date('9:09', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[619, 602,  to_date('9:17', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[620, 603,  to_date('10:15', 'hh24:mi'),  to_date('11:02', 'hh24:mi')]
[621, 604,  to_date('9:00', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[622, 605,  to_date('9:07', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[623, 606,  to_date('9:09', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[624, 607,  to_date('9:03', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[625, 608,  to_date('9:01', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[626, 609,  to_date('9:08', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[627, 610, to_date('9:08', 'hh24:mi'), to_date('14:44', 'hh24:mi')]
[628, 610, to_date('15:39', 'hh24:mi'), to_date('17:59', 'hh24:mi')]
[629, 611,  to_date('9:10', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[630, 612,  to_date('9:08', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[631, 613, to_date('9:08', 'hh24:mi'), to_date('10:45', 'hh24:mi')]
[632, 613, to_date('11:50', 'hh24:mi'), to_date('17:59', 'hh24:mi')]
[633, 614,  to_date('9:09', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[634, 615,  to_date('9:03', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[635, 616,  to_date('9:02', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[636, 617, to_date('9:05', 'hh24:mi'), to_date('15:07', 'hh24:mi')]
[637, 617, to_date('16:59', 'hh24:mi'), to_date('17:56', 'hh24:mi')]
[638, 618,  to_date('9:04', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[639, 619,  to_date('9:05', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[640, 620,  to_date('9:07', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[641, 621,  to_date('9:05', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[642, 622,  to_date('9:01', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[643, 623,  to_date('9:00', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[644, 624,  to_date('9:07', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[645, 625,  to_date('9:03', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[646, 626,  to_date('9:09', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[647, 627,  to_date('9:06', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[648, 628,  to_date('9:10', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[649, 629,  to_date('9:09', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[650, 630,  to_date('9:02', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[651, 631,  to_date('9:02', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[652, 632,  to_date('9:09', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[653, 633,  to_date('9:02', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[654, 634,  to_date('9:05', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[655, 635,  to_date('9:28', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[656, 636,  to_date('9:10', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[657, 637,  to_date('9:02', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[658, 638,  to_date('10:39', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[659, 639,  to_date('9:07', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[660, 640,  to_date('9:08', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[661, 641,  to_date('9:10', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[662, 642,  to_date('9:07', 'hh24:mi'),  to_date('14:03', 'hh24:mi')]
[663, 643,  to_date('9:08', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[664, 644,  to_date('9:01', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[665, 645,  to_date('9:00', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[666, 646,  to_date('9:10', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[667, 647,  to_date('9:10', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[668, 648,  to_date('9:04', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[669, 649,  to_date('9:03', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[670, 650,  to_date('9:09', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[671, 651,  to_date('10:35', 'hh24:mi'),  to_date('15:00', 'hh24:mi')]
[672, 652,  to_date('9:00', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[673, 653,  to_date('9:01', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[674, 654,  to_date('9:02', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[675, 655,  to_date('9:05', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[676, 656,  to_date('9:45', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[677, 657,  to_date('9:02', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[678, 658,  to_date('9:09', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[679, 659,  to_date('9:10', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[680, 660,  to_date('9:00', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[681, 661,  to_date('9:07', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[682, 662,  to_date('9:00', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[683, 663,  to_date('9:06', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[684, 664,  to_date('9:08', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[685, 665,  to_date('9:50', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[686, 666,  to_date('9:10', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[687, 667,  to_date('9:02', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[688, 668,  to_date('9:08', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[689, 669,  to_date('9:01', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[690, 670,  to_date('9:01', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[691, 671,  to_date('9:04', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[692, 672,  to_date('9:07', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[693, 673,  to_date('9:50', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[694, 674,  to_date('9:08', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[695, 675,  to_date('9:07', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[696, 676,  to_date('10:23', 'hh24:mi'),  to_date('15:48', 'hh24:mi')]
[697, 676,  to_date('16:36', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[698, 677,  to_date('10:39', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[699, 678,  to_date('9:10', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[700, 679,  to_date('9:08', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[701, 680,  to_date('9:10', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[702, 681,  to_date('9:06', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[703, 682,  to_date('9:03', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[704, 683,  to_date('10:33', 'hh24:mi'),  to_date('14:04', 'hh24:mi')]
[705, 684,  to_date('9:10', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[706, 685,  to_date('9:06', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[707, 686,  to_date('9:02', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[708, 687,  to_date('9:07', 'hh24:mi'),  to_date('13:51', 'hh24:mi')]
[709, 688,  to_date('10:45', 'hh24:mi'),  to_date('16:51', 'hh24:mi')]
[710, 689,  to_date('9:04', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[711, 690,  to_date('9:10', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[712, 691,  to_date('9:04', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[713, 692,  to_date('10:35', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[714, 693,  to_date('9:10', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[715, 694,  to_date('10:15', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[716, 695,  to_date('9:06', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[717, 696,  to_date('9:01', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[718, 697,  to_date('9:04', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[719, 698,  to_date('9:03', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[720, 699,  to_date('9:07', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[721, 700,  to_date('9:03', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[722, 701,  to_date('9:54', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[723, 702,  to_date('9:05', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[776, 755,  to_date('9:07', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[777, 756,  to_date('9:06', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[778, 757,  to_date('9:04', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[779, 758,  to_date('9:00', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[780, 759,  to_date('9:01', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[781, 760,  to_date('9:06', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[782, 761,  to_date('9:03', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[783, 762,  to_date('9:01', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[784, 763,  to_date('9:00', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[785, 764,  to_date('9:10', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[786, 765,  to_date('9:00', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[787, 766,  to_date('9:08', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[788, 767,  to_date('9:03', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[789, 768,  to_date('9:08', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[790, 769,  to_date('9:10', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[791, 770,  to_date('9:09', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[792, 771,  to_date('9:10', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[793, 772,  to_date('9:06', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[794, 773,  to_date('9:07', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[795, 774,  to_date('9:03', 'hh24:mi'),  to_date('15:02', 'hh24:mi')]
[796, 775,  to_date('9:03', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[797, 776,  to_date('9:05', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[798, 777,  to_date('9:01', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[799, 778,  to_date('9:09', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[800, 779,  to_date('9:56', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[801, 780,  to_date('9:56', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[802, 781,  to_date('9:09', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[803, 782,  to_date('9:07', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[804, 783,  to_date('9:09', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[805, 784,  to_date('9:07', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[806, 785, to_date('9:05', 'hh24:mi'), to_date('14:22', 'hh24:mi')]
[807, 785, to_date('15:59', 'hh24:mi'), to_date('17:59', 'hh24:mi')]
[808, 786,  to_date('9:09', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[809, 787,  to_date('9:08', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[810, 788,  to_date('9:09', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[811, 789,  to_date('9:01', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[812, 790,  to_date('9:03', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[813, 791,  to_date('9:08', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[814, 792,  to_date('9:28', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[815, 793,  to_date('9:28', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[816, 794,  to_date('9:09', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[817, 795,  to_date('9:05', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[818, 796,  to_date('9:06', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[819, 797,  to_date('9:02', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[820, 798,  to_date('9:08', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[821, 799,  to_date('9:09', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[822, 800,  to_date('9:09', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[823, 801,  to_date('9:09', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[824, 802,  to_date('9:05', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[825, 803,  to_date('9:10', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[826, 804,  to_date('9:05', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[827, 805,  to_date('9:05', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[828, 806,  to_date('9:03', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[829, 807,  to_date('9:03', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[830, 808,  to_date('10:15', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[831, 809,  to_date('9:05', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[832, 810,  to_date('9:09', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[833, 811,  to_date('10:55', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[834, 812,  to_date('9:06', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[835, 813,  to_date('9:06', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[836, 814,  to_date('9:09', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[837, 815,  to_date('9:16', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[838, 816,  to_date('9:04', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[839, 817,  to_date('10:19', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[840, 818,  to_date('9:03', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[841, 819,  to_date('9:03', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[842, 820,  to_date('9:06', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[843, 821,  to_date('9:58', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[844, 822,  to_date('9:09', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[845, 823,  to_date('9:01', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[846, 824,  to_date('9:47', 'hh24:mi'),  to_date('11:43', 'hh24:mi')]
[847, 824,  to_date('12:53', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[848, 825,  to_date('9:03', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[849, 826,  to_date('9:09', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[850, 827,  to_date('9:08', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[851, 828,  to_date('9:42', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[852, 829,  to_date('9:07', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[853, 830,  to_date('9:00', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[854, 831,  to_date('10:27', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[855, 832,  to_date('9:46', 'hh24:mi'),  to_date('11:51', 'hh24:mi')]
[856, 833,  to_date('9:04', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[857, 834,  to_date('9:01', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[858, 835,  to_date('9:07', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[859, 836, to_date('9:10', 'hh24:mi'), to_date('11:51', 'hh24:mi')]
[860, 836, to_date('12:38', 'hh24:mi'), to_date('17:50', 'hh24:mi')]
[861, 837,  to_date('9:07', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[862, 838,  to_date('9:04', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[863, 839,  to_date('9:05', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[864, 840,  to_date('10:12', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[865, 841,  to_date('10:17', 'hh24:mi'),  to_date('14:01', 'hh24:mi')]
[866, 841,  to_date('15:57', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[867, 842,  to_date('9:05', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[868, 843,  to_date('9:08', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[869, 844,  to_date('9:04', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[870, 845,  to_date('9:02', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[871, 846,  to_date('9:10', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[872, 847,  to_date('9:08', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[873, 848,  to_date('9:09', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[874, 849,  to_date('9:01', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[875, 850,  to_date('10:15', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[876, 851,  to_date('9:00', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[877, 852,  to_date('9:08', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[878, 853,  to_date('9:05', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[879, 854,  to_date('9:10', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[880, 855, to_date('9:05', 'hh24:mi'), to_date('14:14', 'hh24:mi')]
[881, 855, to_date('15:41', 'hh24:mi'), to_date('17:51', 'hh24:mi')]
[882, 856,  to_date('9:03', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[883, 857,  to_date('9:27', 'hh24:mi'),  to_date('14:03', 'hh24:mi')]
[884, 857,  to_date('15:45', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[885, 858,  to_date('9:07', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[886, 859,  to_date('9:06', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[887, 860,  to_date('9:08', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[888, 861,  to_date('9:00', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[889, 862,  to_date('9:49', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[890, 863,  to_date('10:30', 'hh24:mi'),  to_date('10:00', 'hh24:mi')]
[891, 863,  to_date('11:51', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[892, 864,  to_date('9:03', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[893, 865,  to_date('9:01', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[894, 866,  to_date('9:05', 'hh24:mi'),  to_date('15:23', 'hh24:mi')]
[895, 867,  to_date('9:02', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[896, 868,  to_date('9:02', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[897, 869,  to_date('9:03', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[898, 870,  to_date('9:01', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[899, 871,  to_date('10:55', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[900, 872,  to_date('9:03', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[901, 873,  to_date('9:00', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[902, 874,  to_date('9:00', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[903, 875,  to_date('9:10', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[904, 876,  to_date('9:03', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[905, 877,  to_date('9:00', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[906, 878,  to_date('9:04', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[907, 879,  to_date('9:10', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[908, 880,  to_date('9:00', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[909, 881,  to_date('9:03', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[910, 882,  to_date('9:03', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[911, 883,  to_date('9:06', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[912, 884,  to_date('9:01', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[965, 937,  to_date('9:05', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[966, 938,  to_date('9:10', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[967, 939,  to_date('9:02', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[968, 940,  to_date('9:00', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[969, 941,  to_date('9:04', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[970, 942,  to_date('9:03', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[971, 943,  to_date('9:08', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[972, 944,  to_date('9:04', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[973, 945,  to_date('9:10', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[974, 946,  to_date('9:03', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[975, 947,  to_date('9:09', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[976, 948,  to_date('9:01', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[977, 949,  to_date('9:10', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[978, 950,  to_date('9:57', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[979, 951,  to_date('9:45', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[980, 952,  to_date('9:06', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[981, 953,  to_date('9:07', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[982, 954,  to_date('9:05', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[983, 955,  to_date('9:05', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[984, 956,  to_date('9:06', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
